Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion_TMDB;Temporadas;Episodios;URL_Externa
Serendipity's Embrace;Serendipity's Embrace;TMDB;2024;En su último año de preparatoria, Lee Hong Ju se enamoró perdidamente. Pero esta primera experiencia amorosa terminó en desengaño. Desde entonces, se ha mostrado sumamente escéptica en todo lo relacionado con el amor. Una década después, luego de haberse convertido en productora de animación, el destino la reúne con su antiguo amor platónico, Hu Yeong, en una cafetería. Él regresó a Corea del Sur después de haber vivido en Estados Unidos y ahora, a sus 29 años, es asesor financiero. Ambos son golpeados por una oleada de emociones. ¿El destino les estará concediendo una nueva oportunidad para el amor? ¿O será demasiado tarde para eso?;https://image.tmdb.org/t/p/original/dw2EFsv4SUcOvzhteIuuf0KoBOn.jpg;Drama, Comedia;8.1;1;8;https://www.themoviedb.org/tv/211065
Shadow Love;Shadow Love;TMDB;2025;;https://image.tmdb.org/t/p/original/pjoIBOqCxIZNMhvXySYMmc9mcH.jpg;Drama;8.6;1;38;https://www.themoviedb.org/tv/253093
She Would Never Know;She Would Never Know;TMDB;2021;Es un romance de oficina sobre una mujer mayor que no quiere captar sentimientos por los hombres más jóvenes y los hombres jóvenes que son guapos, sexys y tienen un estilo sencillo.;https://image.tmdb.org/t/p/original/ibLtPN1OlUnvbEu9rPGZr2deDQf.jpg;Drama;7.6;1;16;https://www.themoviedb.org/tv/113965
Shooting Stars;Shooting Stars;TMDB;1993;;https://image.tmdb.org/t/p/original/ka9GgXvA2zUxiqiimA0O3AhOzBf.jpg;Comedia;7.654;8;70;https://www.themoviedb.org/tv/816
Snowfall;Snowfall;TMDB;2017;"Retrata los comienzos de la epidemia de la cocaína y del crack en Los Ángeles de principios de los 80, y sus radicales impactos en la cultura tal y como la conocemos. La historia sigue a numerosos personajes: Franklin Saint, un joven emprendedor de la calle en búsqueda del poder; Gustavo Zapata, un luchador mejicano reconvertido en gangster; Teddy McDonald, un policía de la CIA que escapa de un oscuro pasado y empieza una operación por su cuenta para fundar los Nicaraguan Contras y Lucia Villanueva, la hija de un narcotraficante mejicano.";https://image.tmdb.org/t/p/original/y7ntzl7msiaS6o7dvDbNG7XFYcR.jpg;Drama, Crimen;8.4;6;60;https://www.themoviedb.org/tv/71694
STRONG GIRL NAMSOON;STRONG GIRL NAMSOON;TMDB;2023;Kang Nam Soon tiene una fuerza sobrehumana. Desapareció cuando era niña en Mongolia y ahora, como adulta, viene a Corea del Sur para encontrar a sus padres. Finalmente conoce a su madre, Hwang Geum Joo, una mujer rica y residente de Gangnam. Después de perder a su hija, Geum Joo trató de encontrarla mientras vivía una vida recta, obsesionada con hacer buenas obras. Gil Joong Gan es la madre de Geum Joo y ambas, como Nam Soon, tienen una fuerza sobrehumana.  De alguna manera, Nam Soon, su madre y su abuela se involucran en un caso de drogas que tiene lugar en Gangnam. El detective Kang Hee Sik comienza a trabajar con las 3 mujeres en el caso y Nam Soon empieza a sentirse atraída por él.;https://image.tmdb.org/t/p/original/mS99X55DiwWqnExJMfs5m25a2ZQ.jpg;Comedia, Drama, Ciencia ficción, Crimen;7.628;1;16;https://www.themoviedb.org/tv/203164
Study Group;Study Group;TMDB;2025;A pesar de que Yoon Ga Min tiene un don natural para las artes marciales, sueña con el éxito académico. Sin embargo, la escuela a la que asiste tiene fama de acoger a estudiantes problemáticos, lo que dificulta su éxito, y esconde oscuros secretos, como el asesinato de una antigua profesora. Decidido a mejorar sus calificaciones, Ga Min forma un grupo de estudio con Kim Se Hyun y otros estudiantes de ideas afines, pero el grupo pronto se encuentra en la mira de los bravucones liderados por Pi Han Wool. Ga Min se niega a dejar que su grupo de estudio sea atacado y da rienda suelta a sus habilidades de lucha para defenderlos.;https://image.tmdb.org/t/p/original/rLrEtysTwvVZESavwufnoGIaq8j.jpg;Acción, Comedia, Drama;8.443;2;11;https://www.themoviedb.org/tv/233347
Summer Strike;Summer Strike;TMDB;2022;;https://image.tmdb.org/t/p/original/dCF9a31KQdGRusKMXiD1T5cSfRx.jpg;Drama;7.7;1;12;https://www.themoviedb.org/tv/197078
Suspicious Partner;Suspicious Partner;TMDB;2017;La vida de un fiscal da un vuelco cuando conoce a su nueva becaria, que se convierte en la principal sospechosa de asesinato poco después de llegar a su oficina.;https://image.tmdb.org/t/p/original/4ljaX3WO4RO7uTnQ5fKbaWgm85O.jpg;Comedia, Crimen, Drama;7.8;1;40;https://www.themoviedb.org/tv/71349
Tale of The Nine Tailed;Tale of The Nine Tailed;TMDB;2020;;https://image.tmdb.org/t/p/original/87Qg0v2q2tpLP4l6FL2Tu4p5peJ.jpg;Ciencia ficción, Drama, Acción;6.2;1;3;https://www.themoviedb.org/tv/137195
Tastefully Yours;Tastefully Yours;TMDB;2025;"Hay una guerra entre Han Beom-woo, el sucesor de una gran empresa alimentaria que regenta el mejor restaurante de alta cocina de Seúl pero no tiene ningún interés en el ""sabor"", y Mo Yeon-joo, una chef loca por el ""sabor"" que regenta un restaurante de una sola mesa sin rótulo en un remoto rincón del campo. Ambos crecen juntos y se enamoran mientras regentan un pequeño restaurante en la ciudad de Miraek, Jeonju.";https://image.tmdb.org/t/p/original/xp9e0zrah20bhIpRhLD4YsVGzyd.jpg;Comedia, Drama;8.3;1;10;https://www.themoviedb.org/tv/281006
Tell Me What You Saw;Tell Me What You Saw;TMDB;2020;Una perfiladora de criminales persigue a un asesino en serie, el asesino cree que un detective con memoria fotográfica está muerto.;https://image.tmdb.org/t/p/original/49uKCGjv59eP1StsHbddRJnhCVg.jpg;Drama, Misterio, Crimen;7.4;1;16;https://www.themoviedb.org/tv/96041
Tempest;Tempest;TMDB;2025;Tras un intento de asesinato al candidato presidencial, la exdiplomática Munju Seo rebusca en su pasado y descubre una conspiración internacional en la que participan países, agencias de seguridad y servicios de inteligencia que ponen en riesgo la estabilidad de la península coreana. Mientras ella se juega la vida, un mercenario misterioso llamado Sanho Paik se ofrece para mantenerla a salvo. ¿Debería confiar Munju en él con lo poco que sabe de él?;https://image.tmdb.org/t/p/original/6B7AaxdGIxl5gPKM9esqnRcFdX0.jpg;Drama, Misterio;7.494;1;9;https://www.themoviedb.org/tv/223326
That Winter, The Wind Blows;That Winter, The Wind Blows;TMDB;2013;Un melodrama sobre un hombre desamparado y una mujer ciega que no creen  en el amor. Oh Soo ,de 29 años,es conocido como el mejor jugador en el  barrio de Cheongdam, y vive una vida sin sentido. Su madre lo abandonó  siendo aún un bebé bajo un árbol y perdió a su primer amor,por un  accidente, cuando tenia 19 años.Debido a una estafa de su novia, quien  se escapa con el dinero y lo inculpa a él,va a prisión y ese mismo dia  su amigo del mismo nombre es atropellado y muere. Oh Young es la  heredera de una gran empresa, pero se siente sola. Ella también ha  vivido una vida difícil, perdió la vista y su padre falleció y añora el  regreso de su hermano que no ve desde hace 21 años . Ella tiene que  protegerse de quienes la rodean, pues no es capaz de confiar en nadie.;https://image.tmdb.org/t/p/original/vF1zddTDpbRYVNM93oXPNV5myZn.jpg;Drama;7.2;1;16;https://www.themoviedb.org/tv/47091
The Best Hit;The Best Hit;TMDB;2017;"En 1993, Yoo Hyun Jae (Yoon Si Yoon) es parte de un popular grupo, ""J2"". Él tiene muchas fans y suele tener muchos escandalos. Pero un día desaparece.  Por otro lado, en 2017, Lee Ji Hoon (Kim Min Jae) es un aspirante a idolo. Él pretende estudiar para convertirse en un servidor público, pero en realidad está luchando por alcanzar su sueño.  ¿Qué ocurrirá cuando estas dos personas se encuentren?";https://image.tmdb.org/t/p/original/uc9Z2BnyTIAx77F0mhmcoD1b3Y9.jpg;Drama;7.047;1;32;https://www.themoviedb.org/tv/71871
The Best Thing;The Best Thing;TMDB;;;;Comedia, Reality;0.0;1;8;https://www.themoviedb.org/tv/3197
The Double;The Double;TMDB;2004;;;Comedia;7.5;2;16;https://www.themoviedb.org/tv/2069
The First Frost;The First Frost;TMDB;2025;Cuenta la historia de Wen Yifan, quien por casualidad termina compartiendo apartamento con Sang Yan, un compañero del bachillerato al que alguna vez rechazó. Al principio, ambos llevan vidas separadas, todo cambia cuando Wen Yifan descubre, a través de Sang Yan, que sonámbula, lo que hace que sus vidas se crucen.;https://image.tmdb.org/t/p/original/hbtjhK04aZt6ZvtsucVxLjrEO65.jpg;Drama;8.408;1;32;https://www.themoviedb.org/tv/250060
The First Night with the Duke;The First Night with the Duke;TMDB;2025;Una universitaria despierta en el cuerpo de Cha Sun Chaek, un personaje secundario de su novela web favorita. Tras una noche de borrachera, termina en la cama de Yi Beon, el apuesto y frío príncipe de Gyeong Seong y protagonista de la novela, quien sorprendentemente le propone matrimonio al día siguiente. Mientras Sun Chaek intenta que él se enamore de la protagonista original, la historia cambia por completo. Ahora debe elegir entre regresar a su mundo y corregir la historia o tener su final feliz con el príncipe.;https://image.tmdb.org/t/p/original/uxX4DRMKMlC40d597x9gyZXyhzN.jpg;Ciencia ficción, Comedia, Drama;8.3;1;12;https://www.themoviedb.org/tv/278331
The Forbidden Flower;The Forbidden Flower;TMDB;2023;;https://image.tmdb.org/t/p/original/oGtdgJZgyGSFC9jYlmLNYGMb9oE.jpg;Drama;6.0;1;24;https://www.themoviedb.org/tv/220337
The Forbidden Marriage;The Forbidden Marriage;TMDB;2022;Lee Heon es el rey de Joseon. Hace 7 años murió su amada esposa y aún no ha podido superar su muerte. Durante los últimos 7 años han intentado que se vuelva a casar ya que desde ese entonces hay un decreto que prohíbe a todas las mujeres solteras casarse antes que el rey, por lo que la gente está furiosa.  Mientras tanto, Ye So Rang es una estafadora y afirma interpretar signos de armonía marcial. Es arrestada y encarcelada y para salir de su situación, finge estar poseída por un espíritu. Durante su engaño, menciona que el espíritu de la difunta esposa del rey Lee Heon existe dentro del palacio real por lo que la llevan ante el rey. Para sobrevivir, Ye So Rang actúa como si su cuerpo estuviera poseído por la difunta esposa del rey. Las mentiras de Ye So Rang se vuelven más grandes y audaces según se va enredando la situación.;https://image.tmdb.org/t/p/original/2o1ptKxAuRLhOCpkL8CdJsGUcVG.jpg;Drama, Misterio, Comedia;6.8;1;12;https://www.themoviedb.org/tv/201330
The Glory;The Glory;TMDB;2022;Yan Poyue es un estudiante de secundaria que proviene de una familia de soldados, por lo que decide no ingresar a la universidad y unirse a la fuerza policial armada para demostrarle su valía a su padre.  Más tarde, a pesar de graduarse del campamento de entrenamiento con mucho éxito, no le agrada a su instructor Li Qiang, por lo que lo asigna en la cocina. Cuando comienza a trabajar ahí, se sorprende al darse cuenta de que varios soldados de élite también están ahí. Poco después es aceptado en la unidad especial de la policía como aprendiz.  Después de pasar por varios juicios y tribulaciones, Yan Poyue pierde su arrogancia y aprende a trabajar en equipo, logrando finalmente convertirse en un respetado soldado de las fuerzas armadas.;https://image.tmdb.org/t/p/original/hok7iwxSDXWgHnRGx5UAxpTXOkN.jpg;Drama;6.5;1;45;https://www.themoviedb.org/tv/93879
The Greatest Love;The Greatest Love;TMDB;2016;;https://image.tmdb.org/t/p/original/f5MVLa3SfthOe2cw9JA4my88Le7.jpg;Drama;0.0;1;163;https://www.themoviedb.org/tv/120491
The Heart Killers;The Heart Killers;TMDB;2024;Sigue la historia de un tatuador, Kant, a quien la policía le encarga investigar los misteriosos asesinatos de empresarios y políticos. Kant sigue a los dos hermanos asesinos, Fadel y Bison, que también dirigen un restaurante. Las cosas dan un giro cuando Kant se enamora de Bison, pero para estar con el, necesita que Fadel no este sobreprotegiendo a su hermano todo el tiempo, ahí entra Style, el mejor amigo de Kant, a quien le propone enamorar a Fadel para quitarlo de su camino.;https://image.tmdb.org/t/p/original/j2FTilHw1eM4g46DwF1IeTOEvqu.jpg;Acción, Drama;8.756;1;12;https://www.themoviedb.org/tv/252617
The Heirs;The Heirs;TMDB;2019;Ambientada en 1889, una historia sobre los cinco clanes de vampiros restantes en Europa que se están entrenando para sobrevivir. En medio de ellos está Alisa, quien tiene el poder de elegir entre la vida eterna como vampiro o que todos los vampiros vivan como humanos.;https://image.tmdb.org/t/p/original/mkD3oTxYfsOYThtTM6o5HQom1Ar.jpg;Ciencia ficción, Misterio;7.463;2;26;https://www.themoviedb.org/tv/93842
The Impossible Heir;The Impossible Heir;TMDB;2024;Cuando el hijo ilegítimo del propietario de un conglomerado coreano se asocia con su ambicioso amigo de la infancia, el dúo no se detendrá ante nada para hacerse con su lugar en la cima de la cadena alimentaria social.  Nacido en un hogar monoparental empobrecido y sin nada más que su buena apariencia y encanto, Kang In Ha está hambriento de éxito. Decidido a hacer algo por sí mismo, sin importar el costo, In Ha descubre que su padre es el presidente del exitoso Grupo Kang Oh y deja atrás su vida de pobreza. Rechazado por el resto de su nueva familia, In Ha se asocia con su amigo intelectualmente talentoso Han Tae Oh, tramando un plan desde una edad temprana para hacerse cargo de la empresa y hacerse con sus lugares en la cima de la sociedad. Al darse cuenta del éxito desde el principio, la pareja comienza su ascenso de manera constante hasta que una mujer igualmente ambiciosa con un pasado igualmente problemático amenaza con descarrilar sus planes para siempre.;https://image.tmdb.org/t/p/original/gohAuKheCdRkliOgCHHielPi5ro.jpg;Drama;7.521;1;12;https://www.themoviedb.org/tv/223212
The Judge from Hell;The Judge from Hell;TMDB;1973;El caos que se abate en el mundo humano parece deberse a yokais que han escapado del infierno y están provocando incidentes misteriosos por doquier. Preocupado, el Gran Rey Enma, decide darle a su sobrino Enma la tarea de acabar con esos yokais. Enma llega al mundo humano, acompañado por el viejo sombrero Chapeau, cuya experiencia y sabiduría no tiene igual, la princesa Yukiko, familia del prestigioso clan de las Mujeres de las Nieves, y Kappaeru, un yokai mitad sapo mitad kappa en quien se puede confiar para recopilar información. También se encuentra Drácula en el mundo humano, pero no sólo es un vago y no hace su trabajo correctamente, sino que también engaña a los yokais que se supone debe capturar y los controla a su antojo. Después de que Enma-kun reniegue de Drácula, se enfrenta a una serie de incidentes misteriosos y se hace líder de la Patrulla Yokai.;https://image.tmdb.org/t/p/original/qc0SUtlfLLQPAnm0z47pd5mF7s3.jpg;Animación, Comedia;5.2;1;25;https://www.themoviedb.org/tv/20502
The K2;The K3;TMDB;2009;;https://image.tmdb.org/t/p/original/dLsyX260GuFA7mII6rdho2UtYOk.jpg;Reality;0.0;2;19;https://www.themoviedb.org/tv/137500
The King - Eternal Monarch;The King - Eternal Monarch;TMDB;2020;Un emperador coreano de la actualidad atraviesa un enigmático portal y entra en un mundo paralelo donde se encuentra con una resuelta inspectora de policía.;https://image.tmdb.org/t/p/original/xKlN63j8m5fGghHCejxiXR4T2Q8.jpg;Ciencia ficción, Drama;8.261;1;16;https://www.themoviedb.org/tv/93846
The Legend;The Legend;TMDB;2022;Son un hatajo de pendencieros inadaptados reconvertidos en mercenarios. A Vox Machina le interesa más el dinero fácil y la cerveza barata que proteger el reino. Pero cuando este se ve amenazado por algo maligno, esta bulliciosa panda se da cuenta de que nadie más puede restablecer la justicia.;https://image.tmdb.org/t/p/original/zaupUro1dIxKE4GyikKDyxNU6Tu.jpg;Animación, Ciencia ficción, Acción;8.216;4;48;https://www.themoviedb.org/tv/135934
The Love You Give Me;The Love You Give Me;TMDB;2023;;https://image.tmdb.org/t/p/original/6Xjp3FYDc7uSnXt6WnzqkTbVRMD.jpg;Drama;8.4;1;28;https://www.themoviedb.org/tv/225178
The Moon That Embraces The Sun;The Moon That Embraces The Sun;TMDB;2012;"La historia de un amor prohibido entre Lee Hwon, rey de la dinastía  Joseon (1392-1910), y Wol, una mujer chamán (estrato social más bajo de  la época). Sin embargo, Wol es en realidad Heo Yeon Woo, una noble que  fue la prometida de Lee Hwon cuando éstos eran adolescentes. Pero,  debido a intrigas de palacio e intereses privados, ellos no llegaron a  casarse y todos la creyeron muerta. Durante el ""incidente"" ella pierde  la memoria y, 8 años después, cuando se vuelven a encontrar ella no lo  reconoce, mientras que él piensa que sólo es alguien parecida a su  antiguo amor y prometida. ¿Podrá Heo Yeon Woo recuperar su legítimo  puesto en el palacio? ¿Podrán éstas dos almas gemelas volver a estar  juntas?";https://image.tmdb.org/t/p/original/jJBWsidqGKWy0B4aOvkS3yRZWaj.jpg;Drama, Ciencia ficción;7.9;1;20;https://www.themoviedb.org/tv/45579
The Night Watchman;The Night Watchman;TMDB;2014;Lee Rin es el heredero al trono pero elige vivir su vida como un hombre  común, en lugar de vivir en el palacio.todo esto tras la muerte de sus  padres y una serie de acontecimientos desafortunados que le traen muy  malos recuerdos. Do Ha es una chaman de la tribu a la que ayudo el rey  12 años atrás a luchar al lado de los vigilantes nocturnos que luchan  contra demonios, fantasmas y las fuerzas del mal. pero...¿que pasara  cuando Lee Rin descubra la relación entre la muerte y locura de su  padre, y la hermana de Do Ha? ¿podrán sobrevivir los vigilantes  nocturnos ante el malvado Sa Dam?;https://image.tmdb.org/t/p/original/xf5ya7EZcD1aI3gSWNIfdoPJ0OX.jpg;Acción, Ciencia ficción, Drama;4.0;1;24;https://www.themoviedb.org/tv/61209
The Potato Lab;The Potato Lab;TMDB;2025;La vida de una apasionada investigadora de patatas da un giro cuando un estricto director llega a su laboratorio y demuestra que el amor puede brotar en los lugares más inesperados.;https://image.tmdb.org/t/p/original/ngHpVJ3M5xWhcXkyYFRu0SeaBGh.jpg;Comedia, Drama;7.7;1;12;https://www.themoviedb.org/tv/254391
The Secret Romantic Guesthouse;The Secret Romantic Guesthouse;TMDB;2023;Yoon Dan Oh, la querida hija menor de una familia acomodada, llevaba una vida encantadora hasta el día en que el destino le asestó un golpe cruel. Dan Oh ya no puede disfrutar del estilo de vida de una hija querida y debe hacer todo lo posible para sostener a su familia.  Los propietarios de la posada Ihwawon, Dan Oh y su familia dan la bienvenida a quienes buscan un lugar donde alojarse durante su visita a Hanyang. La mayoría de los que viajan a la zona son jóvenes que se preparan para tomar el examen para convertirse en un oficial de alto rango, entre ellos Kang San, Kim Si Yeol y Jeong Yoo Ha, tres jóvenes muy diferentes que albergan cada uno un profundo secreto.  Mientras se preparan para el examen, junto con Dan Oh se topan con información que parece estar relacionada con una extraña desaparición ocurrida hace trece años. Juntando sus conocimientos, ¿podrá este cuarteto resolver el misterio o se distraerán demasiado con los repentinos e inesperados revoloteos de sus corazones?;https://image.tmdb.org/t/p/original/36VZlADI8CpxeHT7adVKy0yENmL.jpg;Drama, Misterio;5.8;1;18;https://www.themoviedb.org/tv/205757
The Smile Has Left Your Eyes;The Smile Has Left Your Eyes;TMDB;2002;La historia comienza con una joven estudiante que se suicida lanzándose desde su balcón. Pronto se descubre que fue apuñalada y que el cuarto fue arreglado para que pareciera un suicidio. Unos pequeños detalles llevan al Detective Kanzo (Akashiya Sanma) a sospechar que Ryo (Kimura Takuya), un enigmático aprendiz de chef, sabe más acerca de esa muerte. Los dos se encuentran ocasionalmente, cada vez que eso pasa el Detective Kanzo queda con una extraña sensación. Cada pista que es revelada parece llevar a más preguntas sobre Ryo, su obsesiva novia, sus relaciones manipuladoras con varias mujeres, y un doloroso recuerdo del pasado de Ryo. Las cosas se complican más cuando se desarrolla una poderosa relación de amor/odio entre Ryo y la hermana menor de Kanzo, Yuko (Fukatsu Eri).  ¿Cuál es exactamente su conexión? Como la evidencia empieza a pesar, Kanzo trata desesperadamente de salvar a su hermana de la influencia de Ryo. Él no es un santo, pero, ¿es el demonio que Kanzo cree que es? Y, ¿por qué? Las respuestas te sorprenderán, incluso si piensas que ya lo has adivinado todo.;https://image.tmdb.org/t/p/original/oZD94Ff5bwRqJVAxZTuR44kagEg.jpg;Crimen, Misterio, Comedia, Drama;8.125;1;11;https://www.themoviedb.org/tv/6862
The Starry Night, The Starry Sea;The Starry Night, The Starry Sea;TMDB;2017;Una joven que se aleja de la ciudad para alejarla de la miseria encuentra una vida que no esperaba. Después del divorcio de sus padres, Shen Luo creció siendo maltratada por su madrastra y hermanastro. Para hacer un descanso de su difícil vida, se muda de la ciudad a una cabaña pequeña isla. Un día, Luo encuentra un Wu Ju Lan herido e inconsciente en su puerta. Mientras Luo cuida a Ju Lan de nuevo a la salud, Ju Lan aparece a Luo como un hombre sin raíces, un trabajo o recursos, pero no puede dejar de enamorarse de él. Ju Lan utiliza sus poderes místicos e intelecto para tratar de hacer la vida de Luo mejor. Pero cuando un vecino entrometido descubre la preciada posesión de Luo, una perla mágica, ¿qué sacrificios tendrá Ju Lan para salvar la vida de Luo?;https://image.tmdb.org/t/p/original/wOCgmU9mW7cfI6fJFgqh4DbhZ2B.jpg;Ciencia ficción, Drama;6.5;2;68;https://www.themoviedb.org/tv/70045
The Story of Park's Marriage Contract;The Story of Park's Marriage Contract;TMDB;2023;En la Corea del siglo XIX, una mujer llamada Park Yeon Woo está lista para vivir felizmente después de casarse con su apuesto esposo. Pero la noche de la boda ocurre un desastre: el novio le cuenta que sufre en secreto una enfermedad cardiaca muy grave y muere poco después. Las cosas van de mal en peor cuando ella es secuestrada y arrojada a un pozo... aparentemente a su perdición.  Pero el pozo resulta ser un portal que le permite viajar en el tiempo hasta la época actual, aterrizando en una piscina. Kang Tae Ha, que, al igual que el marido de Park Yeon Woo, padece una enfermedad cardiaca potencialmente mortal, la salva de una muerte en el agua. Kang Tae Ha es el heredero de un poderoso conglomerado, y su acaudalado abuelo tiene un deseo: ver a su nieto casarse antes de morir. Al ver la oportunidad, Kang Tae Ha intenta convencer a Park Yeon Woo para que contraiga matrimonio con él. Pero, ¿aceptará ayudarle esta extraña mujer, con sus valores confucianos del viejo mundo?;https://image.tmdb.org/t/p/original/f7GLHoUe9BhxyPfX4vk1bfuUPL2.jpg;Drama, Ciencia ficción;7.5;1;12;https://www.themoviedb.org/tv/220076
"The Trauma Code; Heroes on call";"The Trauma Code; Heroes on call";TMDB;2025;Un experimentado médico militar llega a un centro de trauma y convierte a su equipo en una unidad salvavidas de élite gracias a sus métodos bruscos pero eficaces.;https://image.tmdb.org/t/p/original/o0gcDBhbiQOq8pKCBbGcjismLWD.jpg;Drama, Comedia;8.5;2;8;https://www.themoviedb.org/tv/217553
The White Olive Tree;The White Olive Tree;TMDB;2025;Song Ran, una reportera, es rescatada por Li Zan, un ingeniero de explosivos, durante una misión en Dongguo. A pesar de la conexión creciente entre ellos, una explosión interrumpe su relación. Tras regresar a China, ambos enfrentan dificultades y pierden contacto: Li Zan se siente culpable por la muerte de su amigo, mientras que Song Ran se ve envuelta en una controversia. Se reencuentran por casualidad y, con el tiempo, reconstruyen sus vidas juntos, plantando semillas de olivo blanco como símbolo de su amor.;https://image.tmdb.org/t/p/original/gBb5AihtaFo8E8ZBWOMlYaYtdv5.jpg;Drama, Acción;8.942;1;38;https://www.themoviedb.org/tv/252774
The Worst of Evil;The Worst of Evil;TMDB;2023;En 1995, se inicia una investigación contra los cárteles de la droga de Corea, China y Japón. El inspector rural, Junmo, se infiltra en el emergente cártel de Gangnam, ignorando la compleja relación entre su esposa y el jefe del cártel. Su destino conexo los lleva a la peor situación posible.;https://image.tmdb.org/t/p/original/7ixsMc0ww13xRUjoAOk61NrxA7h.jpg;Crimen, Acción, Drama;8.3;1;12;https://www.themoviedb.org/tv/210704
To Fly with You;To Fly with You;TMDB;2021;;https://image.tmdb.org/t/p/original/hZrE0YVlHLKY7Y4IEn5hJ7O9PCU.jpg;Drama;7.4;1;35;https://www.themoviedb.org/tv/139307
True Beauty;True Beauty;TMDB;2024;Una vez intimidada por su apariencia, Jugyeong se transforma usando el arte del maquillaje. Cuando se une a una nueva escuela con un concurso de diosas de la Belleza Verdadera, que ofrece a los ganadores la posibilidad de ser reclutados por agencias de entretenimiento, ¡instantáneamente se convierte en una de las mejores candidatas! Pero su nueva identidad está en juego cuando el rompecorazones Suho Lee ve accidentalmente su rostro desnudo. ¿Su estatus de élite durará poco?;https://image.tmdb.org/t/p/original/kpbI1RUrcZOQzo0TRO0XI4ywa3J.jpg;Animación, Comedia, Drama;8.271;1;13;https://www.themoviedb.org/tv/239779
True to Love (Bora! Deborah);True to Love (Bora! Deborah);TMDB;2023;La asesora de citas y exitosa escritora Bo-ra, con una relación en crisis, y el estirado editor Su-hyeok se unen para salvar la vida amorosa de Bo-ra por el bien de su próximo libro sobre citas. El resultado de esta colaboración es el juego mental del amor.  Como planificador de publicación perspicaz, Su-hyeok no se deja impresionar fácilmente e inicialmente tiene una impresión negativa de Bo-ra. Sin embargo, sus vidas se enredan inesperadamente y él se siente cada vez más atraído por ella. Mientras tanto, Han Sang-jin, amigo y socio comercial de Su-hyeok, dirige la editorial de libros Jinlee.;https://image.tmdb.org/t/p/original/vyfduo2Qgi3S1VBkkod0Eq7f5kD.jpg;Drama, Comedia;7.6;1;14;https://www.themoviedb.org/tv/210586
Un Amor Predestinado;Un Amor Predestinado;TMDB;2023;Un abogado víctima de una maldición ancestral conoce a una funcionaria que posee la llave de su libertad... y acaba viviendo una inesperada historia de amor con ella.;https://image.tmdb.org/t/p/original/zeT47uOYH8IEtImcAuI3FtGYq1l.jpg;Drama, Ciencia ficción, Comedia;8.1;1;16;https://www.themoviedb.org/tv/215001
Under the Queen’s Umbrella;Under the Queen’s Umbrella;TMDB;2022;Una reina enérgica intenta controlar a sus alborotadores hijos para convertir a uno de ellos en el próximo rey de Joseon, mientras sus competidores compiten por arrebatarle el trono.;https://image.tmdb.org/t/p/original/lsWLe0oJkFHVUjtwo0thv6PJamx.jpg;Drama;8.231;1;16;https://www.themoviedb.org/tv/156406
Undercover High School;Undercover High School;TMDB;2025;Jung Hae Seong es un agente estrella del Servicio Nacional de Inteligencia (NIS). Tras un grave incidente durante una misión, recibe un nuevo encargo: localizar los lingotes de oro perdidos del rey Gojong. Para ello, debe ocultar su identidad y hacerse pasar por estudiante en la prestigiosa escuela secundaria Byeongmoon. Allí, conoce a Oh Soo Ah, su profesora titular.  Oh Soo Ah es una profesora de historia coreana con un fuerte sentido de la rectitud y un profundo cariño por sus alumnos. Sin embargo, al interactuar con Jung Hae Seong, comienza a ver en él la imagen de su primer amor de la infancia, aquel que dejó la herida más profunda en su corazón.;https://image.tmdb.org/t/p/original/AfIHFoByUqMOaluHRXOkV8JiXtJ.jpg;Acción, Comedia, Drama;7.982;1;12;https://www.themoviedb.org/tv/248244
Unforgettable Love;Unforgettable Love;TMDB;2006;;https://image.tmdb.org/t/p/original/1kSMsMhuBagTZhiaYa6C1UTlGRk.jpg;;3.0;1;1;https://www.themoviedb.org/tv/270765
Unlock My Boss;Unlock My Boss;TMDB;2022;Cuando su espíritu queda encerrado dentro de un teléfono inteligente, el director ejecutivo de una empresa de tecnología se une a un joven desconocido para dirigir su empresa e investigar su propio asesinato.;https://image.tmdb.org/t/p/original/6jzolsyWOZV0KNyMHrPEpz4irye.jpg;Comedia, Drama;7.4;1;12;https://www.themoviedb.org/tv/155459
User Not Found;User Not Found;TMDB;2021;Un drama romántico sobre dos estudiantes de secundaria que comparten el mismo nombre. Cuando ambas se transfieren a una nueva escuela al mismo tiempo, con la esperanza de aprovechar la oportunidad para cambiar sus vidas, forjan un contrato secreto para intercambiar identidades. Shin Yi Joon es el estudiante más popular de su escuela secundaria. Aunque parece duro y distante por fuera, Shin Yi Joon es en realidad muy tierno y agradable por dentro, y lejos de meterse en peleas con otros estudiantes, incluso le cuesta decir que no a otras personas.;https://image.tmdb.org/t/p/original/5spwn9gNp0DJokaTo0aL4W1QaQJ.jpg;Drama;3.786;1;22;https://www.themoviedb.org/tv/135687
Vagabond;Vagabond;TMDB;;;;Documental;0.0;0;0;https://www.themoviedb.org/tv/2250
Vigilante;Vigilante;TMDB;2023;En este thriller de acción, Kim Jiyong lleva una doble vida como alumno de la Universidad de la Policía Nacional de Corea de día y justiciero de noche, castigando personalmente a criminales que eluden la ley. Se ve rodeado de personas que esconden intereses ocultos.;https://image.tmdb.org/t/p/original/jDWQpJEIgDLBPNNe26XX4eWBiHm.jpg;Crimen, Acción, Drama;8.374;1;8;https://www.themoviedb.org/tv/205082
